id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,pymnt_plan,url,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d,collections_12_mths_ex_med,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim
13028276,15060452,3000.0,3000.0,3000.0, 36 months,14.64,103.47,C,C3,Bartender,9 years,RENT,25000.0,Source Verified,Mar-2014,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=13028276,debt_consolidation,Debt consolidation,973xx,OR,17.47,0.0,Dec-1998,6.0,5.0,0.0,4313.0,28.6,14.0,w,0.0,0.0,1241.64,1241.64,831.48,410.16,0.0,0.0,0.0,Apr-2015,103.47,Jan-2016,0.0,INDIVIDUAL,0.0,77.0,12014.0,15100.0
6910244,8552165,16750.0,16750.0,16750.0, 60 months,21.6,458.82,E,E3,Walmart,10+ years,RENT,38000.0,Verified,Sep-2013,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6910244,debt_consolidation,Debt Consolidation,553xx,MN,26.02,0.0,Apr-1998,0.0,8.0,0.0,17055.0,76.1,17.0,f,0.0,0.0,10093.24,10093.24,4200.56,5892.68,0.0,0.0,0.0,Jul-2015,458.82,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,19855.0,22400.0
33381363,36024683,14375.0,14375.0,14375.0, 60 months,22.15,398.25,E,E5,truck Driver,< 1 year,RENT,48000.0,Verified,Nov-2014,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=33381363,debt_consolidation,Debt consolidation,993xx,WA,25.28,0.0,Apr-2010,0.0,5.0,0.0,5425.0,54.8,15.0,w,12029.35,12029.35,5557.81,5557.81,2345.65,3212.16,0.0,0.0,0.0,Dec-2015,398.25,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,47716.0,9900.0
1579342,1848755,4000.0,4000.0,4000.0, 36 months,14.09,136.89,B,B5,Atlantic Media,5 years,RENT,60000.0,Verified,Oct-2012,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1579342,debt_consolidation,Debt consolidation,200xx,DC,8.36,1.0,Nov-1999,0.0,12.0,0.0,7053.0,37.5,28.0,f,0.0,0.0,2615.29,2615.29,365.04,180.96,0.0,2069.29,139.3686,Feb-2013,136.89,Jun-2013,0.0,INDIVIDUAL,0.0,0.0,38719.0,59800.0
28713201,31246349,7200.0,7200.0,7200.0, 36 months,15.61,251.75,D,D1,Third party prop player,< 1 year,RENT,28000.0,Source Verified,Oct-2014,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=28713201,other,Other,918xx,CA,9.3,0.0,Nov-2009,1.0,12.0,0.0,6557.0,70.5,12.0,w,5162.77,5162.77,3031.81,3031.81,2037.23,994.58,0.0,0.0,0.0,Oct-2015,251.75,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,24992.0,9300.0
38912528,41696254,13000.0,13000.0,13000.0, 36 months,17.14,464.4,D,D4,Manager,6 years,RENT,55000.0,Source Verified,Jan-2015,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38912528,debt_consolidation,Debt consolidation,904xx,CA,22.47,0.0,Nov-2008,0.0,11.0,0.0,10344.0,54.7,19.0,f,10026.69,10026.69,4613.05,4613.05,2973.31,1639.74,0.0,0.0,0.0,Nov-2015,464.4,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,45826.0,18900.0
34484100,37147490,24000.0,24000.0,24000.0, 60 months,15.59,578.42,D,D1,bsa 2,10+ years,RENT,83000.0,Source Verified,Nov-2014,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=34484100,debt_consolidation,Debt consolidation,917xx,CA,25.2,0.0,Mar-1999,0.0,19.0,0.0,48766.0,80.5,52.0,w,20561.76,20561.76,7042.79,7042.79,3438.24,3604.55,0.0,0.0,0.0,Dec-2015,578.42,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,151661.0,60600.0
6738771,8341094,31300.0,31300.0,31250.0, 36 months,15.88,1098.57,C,C4,Department of the Army,5 years,RENT,70000.0,Verified,Aug-2013,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6738771,debt_consolidation,Debt Consolidation,090xx,NY,17.57,0.0,May-2000,0.0,7.0,0.0,18955.0,86.6,16.0,f,0.0,0.0,14281.41,14258.6,9628.18,4637.03,0.0,16.2,0.0,Sep-2014,1098.57,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,43381.0,21900.0
2082011,2434649,13475.0,13475.0,13475.0, 36 months,15.31,469.17,C,C2,"Barron Builders of Pineville, Inc.",2 years,MORTGAGE,53000.0,Not Verified,Nov-2012,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=2082011,debt_consolidation,Drowning in Minimum Payments,713xx,LA,16.55,0.0,Jun-1996,2.0,14.0,0.0,34681.0,79.2,30.0,f,0.0,0.0,3933.91,3933.91,2161.61,1121.81,0.0,650.49,6.5048999977,Jun-2013,469.17,Nov-2013,0.0,INDIVIDUAL,0.0,0.0,194969.0,43800.0
18885166,21067888,22000.0,22000.0,22000.0, 60 months,16.29,538.4,D,D2,Department Manager,10+ years,MORTGAGE,84000.0,Source Verified,Jun-2014,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18885166,debt_consolidation,Debt consolidation,086xx,NJ,14.06,1.0,Aug-1996,0.0,17.0,0.0,25391.0,58.9,49.0,w,0.0,0.0,26839.79,26839.79,22000.0,4839.79,0.0,0.0,0.0,Dec-2015,17686.99,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,281872.0,43100.0
13487891,15540187,13875.0,13875.0,13825.0, 60 months,20.49,371.4,E,E2,Reconcilement Administrator,10+ years,RENT,44000.0,Source Verified,Apr-2014,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=13487891,debt_consolidation,Debt consolidation,193xx,PA,26.1,1.0,Aug-1997,2.0,11.0,0.0,11487.0,56.3,30.0,w,0.0,0.0,3744.08,3730.59,695.78,1161.22,0.0,1887.08,18.870799997,Sep-2014,371.4,Feb-2015,0.0,INDIVIDUAL,1.0,0.0,47522.0,20400.0
7389096,9051092,20000.0,20000.0,20000.0, 60 months,15.61,482.23,C,C3,Momentive Performance Materials,3 years,MORTGAGE,80000.0,Verified,Sep-2013,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7389096,debt_consolidation,Recovery,120xx,NY,22.91,0.0,Apr-1995,1.0,15.0,0.0,23275.0,58.0,28.0,f,0.0,0.0,12119.2,12119.2,4996.33,4405.37,0.0,2717.5,489.15,May-2015,482.22,Sep-2015,0.0,INDIVIDUAL,0.0,0.0,260221.0,40100.0
1619197,1890977,10000.0,10000.0,10000.0, 36 months,18.49,363.99,D,D2,united airlines,7 years,RENT,36000.0,Not Verified,Oct-2012,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1619197,debt_consolidation,freedom,770xx,TX,20.5,0.0,Sep-2002,0.0,8.0,0.0,5625.0,79.2,11.0,f,0.0,0.0,9937.78,9937.78,6801.96,3095.86,18.2,21.76,3.9168,May-2015,852.0,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,24059.0,7100.0
63967933,68398657,23000.0,23000.0,23000.0, 60 months,22.99,648.25,F,F2,Sys Admin,5 years,MORTGAGE,46000.0,Source Verified,Nov-2015,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63967933,credit_card,Credit card refinancing,660xx,KS,13.44,0.0,Jul-2004,3.0,20.0,0.0,18421.0,56.5,42.0,w,22792.39,22792.39,618.87,618.87,207.61,411.26,0.0,0.0,0.0,Dec-2015,648.25,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,242892.0,32600.0
6165264,7647406,13350.0,13350.0,13350.0, 36 months,17.56,479.7,D,D1,Erie Logistics,10+ years,MORTGAGE,50000.0,Verified,Jul-2013,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6165264,debt_consolidation,relief,142xx,NY,32.47,0.0,Nov-2002,3.0,8.0,0.0,23653.0,81.6,23.0,w,0.0,0.0,3645.63,3645.63,1162.59,756.21,0.0,1726.83,17.2683,Nov-2013,479.7,Apr-2014,0.0,INDIVIDUAL,0.0,0.0,41058.0,29000.0
1527977,1792201,25375.0,25375.0,25375.0, 60 months,19.72,668.34,D,D5,lowes home improvment,3 years,MORTGAGE,65000.0,Verified,Sep-2012,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1527977,credit_card,pay down,128xx,NY,16.91,0.0,Mar-1988,0.0,10.0,0.0,24620.0,63.0,30.0,f,0.0,0.0,8014.8,8014.8,3302.06,4712.74,0.0,0.0,0.0,Sep-2013,668.34,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,124075.0,39100.0
6518086,8070147,10500.0,10500.0,10450.0, 60 months,20.8,282.89,E,E1,"United States Army, HRC",3 years,MORTGAGE,60000.0,Verified,Aug-2013,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6518086,debt_consolidation,Debt Consolidation/Auto Repairs,427xx,KY,29.18,0.0,Apr-2003,1.0,10.0,0.0,35955.0,88.8,24.0,f,0.0,0.0,2545.11,2533.03,973.24,1571.87,0.0,0.0,0.0,May-2014,282.89,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,212168.0,40500.0
38465304,41259079,8800.0,8800.0,8800.0, 36 months,15.59,307.61,D,D1,Corporate travel counselor,6 years,RENT,47000.0,Source Verified,Jan-2015,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38465304,debt_consolidation,Debt consolidation,551xx,MN,12.97,2.0,Nov-1997,0.0,10.0,1.0,2284.0,78.8,47.0,f,6530.26,6530.26,3408.53,3408.53,2269.74,1138.79,0.0,0.0,0.0,Dec-2015,307.61,Jan-2016,0.0,INDIVIDUAL,0.0,789.0,86458.0,2900.0
41152945,44028867,35000.0,35000.0,35000.0, 60 months,17.57,880.61,D,D4,President,7 years,MORTGAGE,150000.0,Source Verified,Feb-2015,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41152945,home_improvement,Home improvement,762xx,TX,8.59,0.0,Jul-2004,0.0,10.0,0.0,17289.0,46.1,18.0,w,31899.36,31899.36,6976.55,6976.55,3100.64,3875.91,0.0,0.0,0.0,Oct-2015,880.61,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,338055.0,37500.0
19207500,21410124,15400.0,15400.0,15400.0, 60 months,14.99,366.29,C,C5,Program Assistant & Lecturer,10+ years,MORTGAGE,35000.0,Source Verified,Jun-2014,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=19207500,credit_card,Credit card refinancing,478xx,IN,23.87,4.0,Jul-1988,2.0,27.0,0.0,19999.0,63.1,38.0,f,11913.85,11913.85,6593.22,6593.22,3486.15,3107.07,0.0,0.0,0.0,Dec-2015,366.29,Jul-2015,0.0,INDIVIDUAL,0.0,296.0,248912.0,31700.0
18004426,20156952,15000.0,15000.0,15000.0, 36 months,12.49,501.74,B,B5,salesman,3 years,RENT,80000.0,Verified,Jun-2014,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18004426,debt_consolidation,Debt consolidation,968xx,HI,25.86,0.0,Apr-2000,3.0,15.0,0.0,27475.0,55.3,28.0,w,0.0,0.0,3512.18,3512.18,2496.17,1016.01,0.0,0.0,0.0,Jan-2015,501.74,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,75951.0,49700.0
33130904,35774187,11625.0,11625.0,11625.0, 36 months,16.99,414.41,D,D3,Grants Manager,3 years,MORTGAGE,41000.0,Source Verified,Oct-2014,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=33130904,debt_consolidation,Debt consolidation,720xx,AR,38.11,1.0,Dec-1995,1.0,13.0,0.0,5630.0,31.3,28.0,f,8086.62,8086.62,5376.36,5376.36,3538.38,1837.98,0.0,0.0,0.0,Dec-2015,414.41,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,168998.0,18000.0
1506042,1767664,10000.0,10000.0,10000.0, 36 months,12.12,332.72,B,B3,Owensboro Medical Health System,10+ years,MORTGAGE,50000.0,Not Verified,Sep-2012,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1506042,credit_card,Credit card refinancing,423xx,KY,17.71,1.0,Dec-2001,0.0,21.0,0.0,24820.0,42.8,39.0,f,0.0,0.0,6452.27,6452.27,4273.16,1381.72,0.0,797.39,7.9739,Feb-2014,332.72,Jul-2014,0.0,INDIVIDUAL,0.0,0.0,149851.0,58000.0
26208539,28681509,26575.0,26575.0,26575.0, 36 months,24.99,1056.48,F,F4,Payroll Analyst,< 1 year,MORTGAGE,70000.0,Verified,Sep-2014,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=26208539,debt_consolidation,Debt consolidation,183xx,PA,30.64,1.0,Sep-1987,2.0,38.0,0.0,32605.0,48.2,71.0,f,0.0,0.0,3169.44,3169.44,1540.81,1628.63,0.0,0.0,0.0,Dec-2014,1056.48,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,191376.0,67600.0
38657976,41441840,8000.0,8000.0,8000.0, 36 months,13.66,272.11,C,C3,supervisor,1 year,OWN,35000.0,Not Verified,Jan-2015,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38657976,credit_card,Credit card refinancing,917xx,CA,8.74,0.0,Apr-2011,0.0,10.0,0.0,4538.0,27.3,11.0,w,0.0,0.0,1898.7,1898.7,1311.41,587.29,0.0,0.0,0.0,Aug-2015,272.11,Jan-2016,0.0,INDIVIDUAL,0.0,738.0,4970.0,16600.0
2085631,2417854,25000.0,25000.0,25000.0, 60 months,20.49,669.19,E,E1,Department of Justice,10+ years,MORTGAGE,167000.0,Verified,Nov-2012,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=2085631,debt_consolidation,consolidate,201xx,VA,13.21,0.0,Feb-1999,0.0,9.0,0.0,40583.0,82.3,39.0,f,12702.65,12702.65,24764.54,24764.54,12297.35,12433.73,33.46,0.0,0.0,Jan-2016,702.65,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,296475.0,49300.0
29584533,32117725,26375.0,26375.0,26375.0, 60 months,22.15,730.7,E,E5,Wine Consultant,< 1 year,RENT,60000.0,Source Verified,Oct-2014,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=29584533,debt_consolidation,Debt consolidation,100xx,NY,31.31,1.0,Jul-1998,0.0,7.0,0.0,37236.0,55.9,12.0,w,0.0,0.0,2110.96,2110.96,745.17,1365.79,0.0,0.0,0.0,Jan-2015,730.7,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,67411.0,66600.0
16521361,18613896,14400.0,14400.0,14300.0, 36 months,9.17,459.06,B,B1,Aircraft Mechanic Lead,6 years,MORTGAGE,88000.0,Not Verified,May-2014,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=16521361,credit_card,Credit card refinancing,935xx,CA,25.64,1.0,Aug-2006,0.0,14.0,0.0,12704.0,56.7,20.0,f,7292.18,7241.54,8722.14,8661.57,7107.82,1614.32,0.0,0.0,0.0,Jan-2016,459.06,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,233806.0,22400.0
56000297,59662092,11200.0,11200.0,11175.0, 60 months,19.19,291.71,E,E3,financial analyst,6 years,MORTGAGE,70000.0,Verified,Jul-2015,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56000297,debt_consolidation,Debt consolidation,750xx,TX,26.38,0.0,Nov-2007,0.0,24.0,0.0,15103.0,75.1,32.0,f,10856.76,10832.53,851.25,849.35,343.24,508.01,0.0,0.0,0.0,Oct-2015,291.71,Oct-2015,0.0,INDIVIDUAL,0.0,61.0,274912.0,20100.0
12468034,14480143,25000.0,25000.0,25000.0, 36 months,12.49,836.23,B,B4,Director of Operations,6 years,MORTGAGE,88000.0,Source Verified,Mar-2014,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12468034,debt_consolidation,Debt consolidation,421xx,KY,16.93,0.0,Feb-1992,1.0,17.0,0.0,23387.0,53.4,40.0,w,0.0,0.0,12457.32,12457.32,6676.5,2522.03,0.0,3258.79,586.5822,Feb-2015,836.23,Jul-2015,0.0,INDIVIDUAL,0.0,0.0,177484.0,43800.0
4777211,6049492,8125.0,8125.0,8075.0, 36 months,11.14,266.55,B,B2,Pasadena Playhouse,6 years,RENT,40000.0,Source Verified,May-2013,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=4777211,debt_consolidation,Pay the rest off!,911xx,CA,27.78,0.0,Mar-1996,0.0,7.0,0.0,4604.0,35.7,40.0,f,0.0,0.0,1332.55,1324.35,973.38,359.17,0.0,0.0,0.0,Oct-2013,266.55,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,14992.0,12900.0
14469924,16532231,6150.0,6150.0,6150.0, 36 months,17.57,221.02,D,D2,Educational Assistant,10+ years,OWN,36000.0,Source Verified,Apr-2014,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=14469924,other,Other,112xx,NY,25.23,2.0,Feb-1999,1.0,8.0,1.0,2574.0,47.2,16.0,w,0.0,0.0,2541.73,2541.73,1587.0,954.73,0.0,0.0,0.0,Apr-2015,110.51,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,28046.0,5450.0
44925998,47983750,1800.0,1800.0,1800.0, 36 months,18.25,65.31,E,E1,Owner,3 years,RENT,75000.0,Source Verified,Apr-2015,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=44925998,small_business,Business,782xx,TX,20.42,0.0,Aug-2003,1.0,10.0,0.0,14861.0,40.5,14.0,w,1522.26,1522.26,468.45,468.45,277.74,190.71,0.0,0.0,0.0,Nov-2015,65.31,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,48120.0,36700.0
19116878,21319578,7200.0,7200.0,7200.0, 36 months,13.35,243.82,C,C2,Account Manager,2 years,RENT,48000.0,Verified,Jun-2014,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=19116878,credit_card,Credit card refinancing,707xx,LA,22.47,0.0,Sep-2000,1.0,5.0,0.0,2627.0,65.7,28.0,f,4543.42,4543.42,3657.3,3657.3,2656.58,1000.72,0.0,0.0,0.0,Sep-2015,243.82,Jan-2016,0.0,INDIVIDUAL,0.0,2047.0,45710.0,4000.0
3334968,4127123,10000.0,10000.0,10000.0, 36 months,15.8,350.59,C,C3,greabel vanlines,3 years,RENT,40000.0,Not Verified,Feb-2013,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=3334968,credit_card,Credit card refinancing,600xx,IL,17.55,0.0,May-1996,2.0,7.0,1.0,8211.0,86.4,19.0,f,0.0,0.0,4897.29,4897.29,2567.77,1280.69,0.0,1048.83,10.4883,Jan-2014,350.59,Jun-2014,0.0,INDIVIDUAL,0.0,0.0,10880.0,9500.0
4774779,6046942,8500.0,8500.0,8500.0, 36 months,13.11,286.85,B,B4,Durham ,3 years,RENT,25000.0,Verified,May-2013,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=4774779,debt_consolidation,debt free,701xx,LA,21.94,0.0,Apr-2000,0.0,10.0,0.0,9807.0,50.0,16.0,w,0.0,0.0,5450.18,5450.18,4000.67,1449.51,0.0,0.0,0.0,Jan-2015,191.24,Jan-2016,0.0,INDIVIDUAL,0.0,744.0,15486.0,19600.0
17645061,19777534,16500.0,16500.0,16500.0, 60 months,26.06,494.61,G,G5,Logistics Supervisor,10+ years,MORTGAGE,55000.0,Verified,Jun-2014,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17645061,debt_consolidation,Debt consolidation,633xx,MO,29.15,0.0,May-2001,3.0,12.0,0.0,18393.0,84.8,39.0,w,0.0,0.0,4946.1,4946.1,1504.05,3442.05,0.0,0.0,0.0,Apr-2015,494.61,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,172680.0,21700.0
12264952,14257103,14000.0,14000.0,14000.0, 36 months,24.08,549.85,F,F2,maintaner,3 years,MORTGAGE,67000.0,Verified,Mar-2014,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12264952,debt_consolidation,Debt consolidation,234xx,VA,26.78,0.0,Jan-1996,0.0,20.0,0.0,26882.0,89.0,30.0,f,0.0,0.0,8797.6,8797.6,5015.01,3782.59,0.0,0.0,0.0,Jul-2015,549.85,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,317488.0,30200.0
12437690,14449816,12000.0,12000.0,12000.0, 60 months,20.49,321.21,E,E2,Laundry aide,10+ years,RENT,40000.0,Source Verified,Mar-2014,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12437690,debt_consolidation,Debt consolidation,450xx,OH,9.72,0.0,May-2000,0.0,10.0,1.0,11211.0,60.3,18.0,w,9415.28,9415.28,6102.99,6102.99,2584.72,3518.27,0.0,0.0,0.0,Oct-2015,321.21,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,11211.0,18600.0
13136866,15159059,10000.0,10000.0,10000.0, 60 months,18.25,255.3,D,D3,Trajectory Engineer,10+ years,MORTGAGE,99400.0,Not Verified,Mar-2014,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=13136866,other,Other,800xx,CO,11.03,0.0,Sep-1999,0.0,12.0,0.0,9761.0,84.1,19.0,w,7881.29,7881.29,4595.4,4595.4,2118.71,2476.69,0.0,0.0,0.0,Oct-2015,255.3,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,380071.0,11600.0
12666202,14668351,21000.0,21000.0,20950.0, 60 months,17.57,528.37,D,D2,Trainer II,10+ years,OWN,74000.0,Source Verified,Mar-2014,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12666202,credit_card,Credit card refinancing,440xx,OH,18.65,0.0,Jan-2001,1.0,14.0,1.0,16657.0,76.4,15.0,f,16771.01,16731.08,8982.29,8960.9,4228.99,4753.3,0.0,0.0,0.0,Aug-2015,528.37,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,53452.0,21800.0
3288987,4061704,8000.0,8000.0,7950.0, 36 months,14.09,273.78,B,B5,Mtn West Chiropractic of Green Valley,3 years,RENT,75000.0,Verified,Feb-2013,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=3288987,debt_consolidation,2013 Consolidation Loan,891xx,NV,33.33,0.0,Dec-1999,1.0,17.0,0.0,23240.0,80.7,35.0,w,0.0,0.0,3834.1,3810.12,2095.5,911.57,0.0,827.03,8.2703,Jan-2014,273.78,Jun-2014,0.0,INDIVIDUAL,0.0,0.0,235461.0,28800.0
21079530,23362384,12575.0,12575.0,12575.0, 60 months,13.35,288.38,C,C2,material handler,< 1 year,RENT,60000.0,Source Verified,Jul-2014,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=21079530,debt_consolidation,Debt consolidation,782xx,TX,18.22,0.0,Oct-2001,0.0,9.0,0.0,5928.0,39.8,19.0,w,10001.67,10001.67,4614.08,4614.08,2573.33,2040.75,0.0,0.0,0.0,Dec-2015,288.38,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,33015.0,14900.0
7455447,9117571,22250.0,22250.0,22250.0, 60 months,17.1,554.17,C,C5,Hollywood Casino,3 years,MORTGAGE,50000.0,Verified,Sep-2013,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7455447,debt_consolidation,Debt consolidation,254xx,WV,8.45,0.0,Jun-2005,0.0,6.0,0.0,13702.0,95.2,12.0,f,0.0,0.0,12190.99,12190.99,6075.97,6115.02,0.0,0.0,0.0,Jul-2015,554.17,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,173735.0,14390.0
20692339,22964744,15925.0,15925.0,15925.0, 36 months,14.99,551.97,C,C5,Materials Manager,2 years,RENT,63000.0,Source Verified,Jul-2014,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=20692339,debt_consolidation,Debt consolidation,312xx,GA,33.52,0.0,Jul-1998,0.0,18.0,3.0,5476.0,42.8,34.0,w,0.0,0.0,2759.85,2759.85,1809.86,949.99,0.0,0.0,0.0,Dec-2014,551.97,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,47272.0,12800.0
3158788,3871211,24000.0,24000.0,23975.0, 36 months,6.62,736.89,A,A2,United States Postal Service,10+ years,MORTGAGE,100000.0,Source Verified,Feb-2013,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=3158788,home_improvement,remodel my backyard,761xx,TX,15.44,0.0,Mar-1996,1.0,23.0,0.0,16382.0,31.7,51.0,f,0.0,0.0,19314.64,19294.61,16964.49,2313.31,36.84,0.0,0.0,Jun-2015,1132.24,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,144421.0,51700.0
13868349,15920687,6000.0,6000.0,6000.0, 36 months,12.99,202.14,B,B5,Executive Kitchen Manager,< 1 year,RENT,60000.0,Source Verified,Apr-2014,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=13868349,debt_consolidation,Debt consolidation,920xx,CA,9.22,0.0,Sep-2001,0.0,8.0,0.0,358.0,3.4,21.0,f,0.0,0.0,1115.41,1115.41,557.73,250.83,0.0,306.85,55.233,Aug-2014,202.14,Jan-2015,0.0,INDIVIDUAL,0.0,3237.0,17624.0,10400.0
42051384,45008102,5000.0,5000.0,5000.0, 36 months,12.29,166.77,C,C1,home health aid,6 years,RENT,17000.0,Not Verified,Mar-2015,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=42051384,credit_card,Credit card refinancing,112xx,NY,9.6,0.0,May-2011,0.0,7.0,0.0,4259.0,40.6,8.0,w,0.0,0.0,827.02,827.02,589.77,237.25,0.0,0.0,0.0,Aug-2015,166.77,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,4259.0,10500.0
15600485,17692900,10000.0,10000.0,10000.0, 60 months,15.61,241.12,D,D1,Labor Foreman,10+ years,RENT,50000.0,Source Verified,Jun-2014,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=15600485,debt_consolidation,Debt consolidation,945xx,CA,24.0,0.0,Mar-2002,0.0,8.0,0.0,14731.0,82.8,16.0,w,0.0,0.0,1036.61,1036.61,223.52,258.72,0.0,554.37,99.7866,Aug-2014,241.12,Jan-2015,0.0,INDIVIDUAL,0.0,0.0,47397.0,17800.0
36230560,38941916,7000.0,7000.0,7000.0, 36 months,16.49,247.8,D,D3,sels person,1 year,RENT,42000.0,Source Verified,Dec-2014,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=36230560,other,Other,915xx,CA,10.26,0.0,Oct-2007,2.0,9.0,0.0,12445.0,80.3,16.0,f,5558.07,5558.07,2223.79,2223.79,1441.93,781.86,0.0,0.0,0.0,Sep-2015,247.8,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,20445.0,15500.0
19576477,21799227,24000.0,24000.0,24000.0, 60 months,19.52,629.47,E,E2,Country manager,6 years,MORTGAGE,180000.0,Verified,Jul-2014,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=19576477,debt_consolidation,Debt consolidation,402xx,KY,24.69,0.0,Jul-2003,0.0,16.0,0.0,47298.0,102.6,22.0,w,19670.84,19670.84,10071.52,10071.52,4329.16,5742.36,0.0,0.0,0.0,Nov-2015,629.47,Jan-2016,0.0,INDIVIDUAL,0.0,0.0,401760.0,46100.0
